"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDqzCCA1KgAwIBAgIRAPqBlbQ+KlZQEU0ylXto7eowCgYIKoZIzj0EAwIwOzELMAkGA1UEBhMCVVMxHjAcBgNVBAoTFUdvb2dsZSBUcnVzdCBTZXJ2aWNlczEMMAoGA1UEAxMDV0UxMB4XDTI0MDgxNDE4MzAxOFoXDTI0MTExMjE5MzAxNlowFzEVMBMGA1UEAxMMY29pbmJhc2UuY29tMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEoTGfyQK+tcWprqH588ySKINr0y7Fn68OsIaFAdP8Ky0houpzXfgejBiB9lI0ZnhRAJDPmkSurpnPxl+r7iWMqaOCAlkwggJVMA4GA1UdDwEB/wQEAwIHgDATBgNVHSUEDDAKBggrBgEFBQcDATAMBgNVHRMBAf8EAjAAMB0GA1UdDgQWBBR7s2wmARe6yceQd/0iWcGH2dxrLTAfBgNVHSMEGDAWgBSQd5I1Z8T/qMyp5nvZgHl7zJP5ODBeBggrBgEFBQcBAQRSMFAwJwYIKwYBBQUHMAGGG2h0dHA6Ly9vLnBraS5nb29nL3Mvd2UxLy1vRTAlBggrBgEFBQcwAoYZaHR0cDovL2kucGtpLmdvb2cvd2UxLmNydDArBgNVHREEJDAiggxjb2luYmFzZS5jb22CEiouY2RwLmNvaW5iYXNlLmNvbTATBgNVHSAEDDAKMAgGBmeBDAECATA2BgNVHR8ELzAtMCugKaAnhiVodHRwOi8vYy5wa2kuZ29vZy93ZTEvRVI2V1JvNFRNNWsuY3JsMIIBBAYKKwYBBAHWeQIEAgSB9QSB8gDwAHYAdv+IPwq2+5VRwmHM9Ye6NLSkzbsp3GhCCp/mZ0xaOnQAAAGRUl6gzwAABAMARzBFAiEA4jNMAebaAl+FfWa6wTOzgrl5tkh7iI5foiVRVjOfKlECIC/A+1C5xW///QceVdNFvwLDy07goRfUWgrsqr9zcvNLAHYASLDja9qmRzQP5WoC+p0w6xxSActW3SyB2bu/qznYhHMAAAGRUl6gvwAABAMARzBFAiEAuK7S0S0RZfWq5DBFuV0EQLyS5wQUrFJxqEteqElB4koCIE2sWaHkCd7T9VPv/NhOk2AiKwwCmpKuDIapOYD0ZgrrMAoGCCqGSM49BAMCA0cAMEQCIAwTrOj8kmITgY68he74cQf7p/jhmJ+DydEuGjo8i5iBAiAouWL7hJrMWCPr23YHRlFcxDZrq3d2nCJ86Xe1LlhpAg==\n-----END CERTIFICATE-----","",""
"cert_commonName <hostCert#2>","coinbase.com/104.18.35.15","443","OK","coinbase.com","",""
"cert_commonName_wo_SNI <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","request w/o SNI didn't succeed, usual for EC certificates","",""
"cert_subjectAltName <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","coinbase.com *.cdp.coinbase.com","",""
"cert_trust <hostCert#2>","coinbase.com/104.18.35.15","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust <hostCert#2>","coinbase.com/104.18.35.15","443","OK","passed.","",""
"cert_certificatePolicies_EV <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","no","",""
"cert_expirationStatus <hostCert#2>","coinbase.com/104.18.35.15","443","MEDIUM","expires < 60 days (57)","",""
"cert_notBefore <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","2024-08-14 18:30","",""
"cert_notAfter <hostCert#2>","coinbase.com/104.18.35.15","443","MEDIUM","2024-11-12 19:30","",""
"cert_extlifeSpan <hostCert#2>","coinbase.com/104.18.35.15","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","not present","",""
"cert_crlDistributionPoints <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","http://c.pki.goog/we1/ER6WRo4TM5k.crl","",""
"cert_ocspURL <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","http://o.pki.goog/s/we1/-oE","",""
"OCSP_stapling <hostCert#2>","coinbase.com/104.18.35.15","443","OK","offered","",""
"cert_ocspRevoked <hostCert#2>","coinbase.com/104.18.35.15","443","OK","not revoked","",""
"cert_mustStapleExtension <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","--","",""
"DNS_CAArecord <hostCert#2>","coinbase.com/104.18.35.15","443","OK","iodef=mailto:security@coinbase.com, issue=amazonaws.com, issue=digicert.com, issue=pki.goog;","",""
"certificate_transparency <hostCert#2>","coinbase.com/104.18.35.15","443","OK","yes (certificate extension)","",""
"certs_countServer <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","3","",""
"certs_list_ordering_problem <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","no","",""
"cert_caIssuers <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","WE1 (Google Trust Services from US)","",""
"intermediate_cert <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","-----BEGIN CERTIFICATE-----\nMIICnzCCAiWgAwIBAgIQf/MZd5csIkp2FV0TttaF4zAKBggqhkjOPQQDAzBHMQswCQYDVQQGEwJVUzEiMCAGA1UEChMZR29vZ2xlIFRydXN0IFNlcnZpY2VzIExMQzEUMBIGA1UEAxMLR1RTIFJvb3QgUjQwHhcNMjMxMjEzMDkwMDAwWhcNMjkwMjIwMTQwMDAwWjA7MQswCQYDVQQGEwJVUzEeMBwGA1UEChMVR29vZ2xlIFRydXN0IFNlcnZpY2VzMQwwCgYDVQQDEwNXRTEwWTATBgcqhkjOPQIBBggqhkjOPQMBBwNCAARvzTr+Z1dHTCEDhUDCR127WEcPQMFcF4XGGTfn1XzthkubgdnXGhOlCgP4mMTG6J7/EFmPLCaY9eYmJbsPAvpWo4H+MIH7MA4GA1UdDwEB/wQEAwIBhjAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwEgYDVR0TAQH/BAgwBgEB/wIBADAdBgNVHQ4EFgQUkHeSNWfE/6jMqeZ72YB5e8yT+TgwHwYDVR0jBBgwFoAUgEzW63T/STaj1dj8tT7FavCUHYwwNAYIKwYBBQUHAQEEKDAmMCQGCCsGAQUFBzAChhhodHRwOi8vaS5wa2kuZ29vZy9yNC5jcnQwKwYDVR0fBCQwIjAgoB6gHIYaaHR0cDovL2MucGtpLmdvb2cvci9yNC5jcmwwEwYDVR0gBAwwCjAIBgZngQwBAgEwCgYIKoZIzj0EAwMDaAAwZQIxAOcCq1HW90OVznX+0RGU1cxAQXomvtgM8zItPZCuFQ8jSBJSjz5keROv9aYsAm5VsQIwJonMaAFi54mrfhfoFNZEfuNMSQ6/bIBiNLiyoX46FohQvKeIoJ99cx7sUkFN7uJW\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","1DFC1605FBAD358D8BC844F76D15203FAC9CA5C1A79FD4857FFAF2864FBEBF96","",""
"intermediate_cert_notBefore <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","2023-12-13 09:00","",""
"intermediate_cert_notAfter <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","OK","2029-02-20 14:00","",""
"intermediate_cert_expiration <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","WE1 <-- GTS Root R4","",""
"intermediate_cert <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDejCCAmKgAwIBAgIQf+UwvzMTQ77dghYQST2KGzANBgkqhkiG9w0BAQsFADBXMQswCQYDVQQGEwJCRTEZMBcGA1UEChMQR2xvYmFsU2lnbiBudi1zYTEQMA4GA1UECxMHUm9vdCBDQTEbMBkGA1UEAxMSR2xvYmFsU2lnbiBSb290IENBMB4XDTIzMTExNTAzNDMyMVoXDTI4MDEyODAwMDA0MlowRzELMAkGA1UEBhMCVVMxIjAgBgNVBAoTGUdvb2dsZSBUcnVzdCBTZXJ2aWNlcyBMTEMxFDASBgNVBAMTC0dUUyBSb290IFI0MHYwEAYHKoZIzj0CAQYFK4EEACIDYgAE83Rzp2iLYK5DuDXFgTB7S0md+8FhzubeRr1r1WEYNa5A3XP3iZEwWus87oV8okB2O6nGuEfYKueSkWpz6bFyOZ8pn6KY019eWIZlD6GEZQbR3IvJx3PIjGov5cSr0R2Ko4H/MIH8MA4GA1UdDwEB/wQEAwIBhjAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDwYDVR0TAQH/BAUwAwEB/zAdBgNVHQ4EFgQUgEzW63T/STaj1dj8tT7FavCUHYwwHwYDVR0jBBgwFoAUYHtmGkUNl8qJUC99BM00qP/8/UswNgYIKwYBBQUHAQEEKjAoMCYGCCsGAQUFBzAChhpodHRwOi8vaS5wa2kuZ29vZy9nc3IxLmNydDAtBgNVHR8EJjAkMCKgIKAehhxodHRwOi8vYy5wa2kuZ29vZy9yL2dzcjEuY3JsMBMGA1UdIAQMMAowCAYGZ4EMAQIBMA0GCSqGSIb3DQEBCwUAA4IBAQAYQrsPBtYDh5bjP2OBDwmkoWhIDDkic574y04tfzHpn+cJodI2D4SseesQ6bDrarZ7C30ddLibZatoKiws3UL9xnELz4ct92vID24FfVbiI1hY+SW6FoVHkNeWIP0GCbaM4C6uVdF5dTUsMVs/ZbzNnIdCp5Gxmx5ejvEau8otR/CskGN+hr/W5GvT1tMBjgWKZ1i4//emhA1JG1BbPzoLJQvyEotc03lXjTaCzv8mEbep8RqZ7a2CPsgRbuvTPBwcOMBBmuFeU88+FSBX6+7iP0il8b4Z0QFqIwwMHfs/L6K1vepuoxtGzi4CZ68zJpiq1UvSqTbFJjtbD4seiMHl\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","76B27B80A58027DC3CF1DA68DAC17010ED93997D0B603E2FADBE85012493B5A7","",""
"intermediate_cert_notBefore <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","2023-11-15 03:43","",""
"intermediate_cert_notAfter <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","OK","2028-01-28 00:00","",""
"intermediate_cert_expiration <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2> <hostCert#2>","coinbase.com/104.18.35.15","443","INFO","GTS Root R4 <-- GlobalSign Root CA","",""
"intermediate_cert_badOCSP <hostCert#2>","coinbase.com/104.18.35.15","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","coinbase.com/104.18.35.15","443","INFO","302 Found ('/')","",""
"HTTP_clock_skew","coinbase.com/104.18.35.15","443","INFO","+5 seconds from localtime","",""
"HTTP_headerTime","coinbase.com/104.18.35.15","443","INFO","1726474331","",""
"ipv4_in_header","coinbase.com/104.18.35.15","443","MEDIUM","Set-Cookie: __cf_bm=FPAMmYCLeUF8oFzM3LIDM4XQmuqpV0spvYGdO445nXY-1726474331-1.0.1.1-rXTfTIypScd9nCDoPusOhCNuo.jdpYWcbVL.Lr0CpYvNgI_vwhqbOtOYQmSwajWMzvC3DUzOMOJhhUPFMhsYCg; path=/; expires=Mon, 16-Sep-24 08:42:11 GMT; domain=.coinbase.com; HttpOnly; Secure; SameSite=None (check if it's your IP address or e.g. a cluster IP)","","CWE-212"
"HSTS_time","coinbase.com/104.18.35.15","443","OK","365 days (=31536000 seconds) > 15552000 seconds","",""
"HSTS_subdomains","coinbase.com/104.18.35.15","443","OK","includes subdomains","",""
"HSTS_preload","coinbase.com/104.18.35.15","443","OK","domain IS marked for preloading","",""
"HPKP","coinbase.com/104.18.35.15","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","coinbase.com/104.18.35.15","443","INFO","cloudflare","",""
"banner_application","coinbase.com/104.18.35.15","443","INFO","No application banner found","",""
"cookie_count","coinbase.com/104.18.35.15","443","INFO","2 at '/' (30x detected, better try target URL of 30x)","",""
"cookie_secure","coinbase.com/104.18.35.15","443","OK","All (2) at '/' marked as secure","",""
"cookie_httponly","coinbase.com/104.18.35.15","443","INFO","2/2 at '/' marked as HttpOnly (30x detected, better try target URL of 30x)","",""
"X-Content-Type-Options","coinbase.com/104.18.35.15","443","OK","nosniff","",""
"banner_reverseproxy","coinbase.com/104.18.35.15","443","INFO","--","","CWE-200"
"heartbleed","coinbase.com/104.18.35.15","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","coinbase.com/104.18.35.15","443","OK","supported","","CWE-310"
"secure_client_renego","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","coinbase.com/104.18.35.15","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","coinbase.com/104.18.35.15","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","coinbase.com/104.18.35.15","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","coinbase.com/104.18.35.15","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","coinbase.com/104.18.35.15","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=4E8EDD9A4ABF9460CB66B4603FE99EFB2E5A8DB7D0B60E540A2FD5E8A403417F","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","coinbase.com/104.18.35.15","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","coinbase.com/104.18.35.15","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","coinbase.com/104.18.35.15","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","coinbase.com/104.18.35.15","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","coinbase.com/104.18.35.15","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-CHACHA20-POLY1305-OLD","",""
"clientsimulation-android_70","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_12","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","coinbase.com/104.18.35.15","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","coinbase.com/104.18.35.15","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","coinbase.com/104.18.35.15","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win81","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_winphone81","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-ie_11_win10","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_121_ios_122","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-safari_130_osx_10146","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-safari_154_osx_1231","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","coinbase.com/104.18.35.15","443","INFO","No connection","",""
"clientsimulation-java_8u161","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java1703","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_283","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-CHACHA20-POLY1305","",""
"clientsimulation-openssl_102e","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-CHACHA20-POLY1305","",""
"clientsimulation-openssl_111d","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_303","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_mail_16_0","coinbase.com/104.18.35.15","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","coinbase.com/104.18.35.15","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","coinbase.com/104.18.35.15","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","coinbase.com/104.18.35.15","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","coinbase.com/104.18.35.15","443","INFO","100","",""
"protocol_support_score_weighted","coinbase.com/104.18.35.15","443","INFO","30","",""
"key_exchange_score","coinbase.com/104.18.35.15","443","INFO","90","",""
"key_exchange_score_weighted","coinbase.com/104.18.35.15","443","INFO","27","",""
"cipher_strength_score","coinbase.com/104.18.35.15","443","INFO","90","",""
"cipher_strength_score_weighted","coinbase.com/104.18.35.15","443","INFO","36","",""
"final_score","coinbase.com/104.18.35.15","443","INFO","93","",""
"overall_grade","coinbase.com/104.18.35.15","443","OK","A+","",""
"service","coinbase.com/172.64.152.241","443","INFO","HTTP","",""
"pre_128cipher","coinbase.com/172.64.152.241","443","INFO","No 128 cipher limit bug","",""
"SSLv2","coinbase.com/172.64.152.241","443","OK","not offered","",""
"SSLv3","coinbase.com/172.64.152.241","443","OK","not offered","",""
"TLS1","coinbase.com/172.64.152.241","443","INFO","not offered","",""
"TLS1_1","coinbase.com/172.64.152.241","443","INFO","not offered","",""
"TLS1_2","coinbase.com/172.64.152.241","443","OK","offered","",""
"TLS1_3","coinbase.com/172.64.152.241","443","OK","offered with final","",""
"NPN","coinbase.com/172.64.152.241","443","INFO","offered with h2, http/1.1 (advertised)","",""
"ALPN_HTTP2","coinbase.com/172.64.152.241","443","OK","h2","",""
"ALPN","coinbase.com/172.64.152.241","443","INFO","http/1.1","",""
"cipherlist_NULL","coinbase.com/172.64.152.241","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","coinbase.com/172.64.152.241","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","coinbase.com/172.64.152.241","443","OK","not offered","","CWE-327"
"cipherlist_LOW","coinbase.com/172.64.152.241","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","coinbase.com/172.64.152.241","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","coinbase.com/172.64.152.241","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","coinbase.com/172.64.152.241","443","OK","offered","",""
"cipherlist_STRONG_FS","coinbase.com/172.64.152.241","443","OK","offered","",""
"cipher_order-tls1_2","coinbase.com/172.64.152.241","443","OK","server -- server prioritizes ChaCha ciphers when preferred by clients","",""
"cipher-tls1_2_xc02b","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xc02b   ECDHE-ECDSA-AES128-GCM-SHA256     ECDH 253   AESGCM      128      TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xcc14","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xcc14   ECDHE-ECDSA-CHACHA20-POLY1305-OLD ECDH 253   ChaCha20    256      TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD","",""
"cipher-tls1_2_xcca9","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xcca9   ECDHE-ECDSA-CHACHA20-POLY1305     ECDH 253   ChaCha20    256      TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_2_xc009","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc009   ECDHE-ECDSA-AES128-SHA            ECDH 253   AES         128      TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA","",""
"cipher-tls1_2_xc02c","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xc02c   ECDHE-ECDSA-AES256-GCM-SHA384     ECDH 253   AESGCM      256      TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc00a","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc00a   ECDHE-ECDSA-AES256-SHA            ECDH 253   AES         256      TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA","",""
"cipher-tls1_2_xc023","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc023   ECDHE-ECDSA-AES128-SHA256         ECDH 253   AES         128      TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256","",""
"cipher-tls1_2_xc024","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc024   ECDHE-ECDSA-AES256-SHA384         ECDH 253   AES         256      TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384","",""
"cipher-tls1_2_xc02f","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 253   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xcc13","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xcc13   ECDHE-RSA-CHACHA20-POLY1305-OLD   ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD","",""
"cipher-tls1_2_xcca8","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_2_xc013","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc013   ECDHE-RSA-AES128-SHA              ECDH 253   AES         128      TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA","",""
"cipher-tls1_2_x9c","coinbase.com/172.64.152.241","443","OK","TLSv1.2   x9c     AES128-GCM-SHA256                 RSA        AESGCM      128      TLS_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_x2f","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   x2f     AES128-SHA                        RSA        AES         128      TLS_RSA_WITH_AES_128_CBC_SHA","",""
"cipher-tls1_2_xc030","coinbase.com/172.64.152.241","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 253   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc014","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc014   ECDHE-RSA-AES256-SHA              ECDH 253   AES         256      TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","",""
"cipher-tls1_2_x9d","coinbase.com/172.64.152.241","443","OK","TLSv1.2   x9d     AES256-GCM-SHA384                 RSA        AESGCM      256      TLS_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_x35","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   x35     AES256-SHA                        RSA        AES         256      TLS_RSA_WITH_AES_256_CBC_SHA","",""
"cipher-tls1_2_xc027","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc027   ECDHE-RSA-AES128-SHA256           ECDH 253   AES         128      TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256","",""
"cipher-tls1_2_x3c","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   x3c     AES128-SHA256                     RSA        AES         128      TLS_RSA_WITH_AES_128_CBC_SHA256","",""
"cipher-tls1_2_xc028","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   xc028   ECDHE-RSA-AES256-SHA384           ECDH 253   AES         256      TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","",""
"cipher-tls1_2_x3d","coinbase.com/172.64.152.241","443","LOW","TLSv1.2   x3d     AES256-SHA256                     RSA        AES         256      TLS_RSA_WITH_AES_256_CBC_SHA256","",""
